"monthyr","Q"
"197109",1.05006666666667
"197110",6.50093548387097
"197111",3.78006666666667
"197112",4.3381935483871
"197201",5.63535483870968
"197202",3.99603448275862
"197203",1.71012903225806
"197204",4.91833333333333
"197205",3.98790322580645
"197206",3.5947
"197207",0.899806451612903
"197208",1.19893548387097
"197209",0.276266666666667
"197210",0.664451612903226
"197211",4.7521
"197212",6.23848387096774
"197301",6.18541935483871
"197302",4.74192857142857
"197303",2.03909677419355
"197304",2.71416666666667
"197305",2.19029032258064
"197306",1.3603
"197307",0.525129032258065
"197308",0.670870967741935
"197309",2.2376
"197310",1.65764516129032
"197311",5.37186666666667
"197312",7.0268064516129
"197401",11.4417419354839
"197402",5.45746428571429
"197403",2.38974193548387
"197404",0.363766666666667
"197405",0.49058064516129
"197406",0.493333333333333
"197407",0.785451612903226
"197408",1.46022580645161
"197409",3.1938
"197410",1.00035483870968
"197411",6.43463333333333
"197412",9.49606451612903
"197501",12.1034193548387
"197502",3.23085714285714
"197503",1.16125806451613
"197504",0.742866666666667
"197505",0.482290322580645
"197506",0.574866666666667
"197507",0.921258064516129
"197508",0.36141935483871
"197509",4.13983333333333
"197510",4.24148387096774
"197511",4.82366666666667
"197512",2.84512903225806
"197601",7.35490322580645
"197602",3.88262068965517
"197603",4.73432258064516
"197604",2.9415
"197605",3.84590322580645
"197606",1.3981
"197607",0.742967741935484
"197608",0.25858064516129
"197609",0.631833333333333
"197610",4.99322580645161
"197611",5.08763333333333
"197612",3.63548387096774
"197701",4.58670967741936
"197702",6.89225
"197703",4.83125806451613
"197704",4.39626666666667
"197705",1.96245161290323
"197706",0.407266666666667
"197707",0.342516129032258
"197708",0.612451612903226
"197709",4.24996666666667
"197710",6.21638709677419
"197711",8.13776666666667
"197712",3.38729032258064
"197801",4.11396774193548
"197802",7.33567857142857
"197803",7.30645161290323
"197804",1.31103333333333
"197805",0.402290322580645
"197806",0.2537
"197807",0.600870967741935
"197808",1.25461290322581
"197809",5.68676666666667
"197810",2.33448387096774
"197811",7.5261
"197812",4.23854838709677
"197901",4.32693548387097
"197902",1.43664285714286
"197903",6.69677419354839
"197904",1.958
"197905",0.568064516129032
"197906",0.757433333333333
"197907",0.534322580645161
"197908",2.23290322580645
"197909",2.76486666666667
"197910",3.88409677419355
"197911",10.9437666666667
"197912",8.37529032258064
"198001",3.33848387096774
"198002",5.02027586206897
"198003",2.54106451612903
"198004",0.7798
"198005",0.235548387096774
"198006",1.42683333333333
"198007",2.05964516129032
"198008",3.77370967741935
"198009",6.78046666666667
"198010",5.62303225806452
"198011",6.3195
"198012",10.4893548387097
"198101",6.78893548387097
"198102",4.32860714285714
"198103",6.85641935483871
"198104",0.956766666666667
"198105",2.88164516129032
"198106",2.74203333333333
"198107",1.34029032258065
"198108",0.545741935483871
"198109",6.9542
"198110",6.15603225806452
"198111",8.02466666666667
"198112",2.1571935483871
"198201",6.94764516129032
"198202",5.69339285714286
"198203",7.43141935483871
"198204",1.0302
"198205",1.394
"198206",1.3667
"198207",0.553225806451613
"198208",2.10964516129032
"198209",4.9911
"198210",6.41193548387097
"198211",9.6411
"198212",7.86632258064516
"198301",10.3842580645161
"198302",3.10757142857143
"198303",4.783
"198304",1.34916666666667
"198305",2.75590322580645
"198306",1.5152
"198307",0.413483870967742
"198308",0.260967741935484
"198309",3.8921
"198310",10.1213548387097
"198311",1.79753333333333
"198312",5.91503225806452
"198401",6.89377419354839
"198402",7.7678275862069
"198403",1.42770967741935
"198404",1.24293333333333
"198405",0.31158064516129
"198406",0.296433333333333
"198407",0.157741935483871
"198408",0.196290322580645
"198409",1.72386666666667
"198410",6.89816129032258
"198411",7.25233333333333
"198412",7.20916129032258
"198501",2.15990322580645
"198502",2.41142857142857
"198503",1.97348387096774
"198504",2.80396666666667
"198505",1.05312903225806
"198506",0.9917
"198507",3.76687096774194
"198508",6.67896774193548
"198509",9.4232
"198510",3.7248064516129
"198511",2.96836666666667
"198512",9.05935483870968
"198601",7.27987096774194
"198602",0.995535714285714
"198603",7.16767741935484
"198604",2.10396666666667
"198605",7.2971935483871
"198606",1.61853333333333
"198607",0.897838709677419
"198608",2.70029032258065
"198609",0.8918
"198610",5.5631935483871
"198611",11.7059
"198612",13.0409032258065
"198701",4.75567741935484
"198702",3.28975
"198703",5.13925806451613
"198704",2.22766666666667
"198705",0.894354838709677
"198706",2.1425
"198707",1.02990322580645
"198708",1.85
"198709",4.38076666666667
"198710",5.52616129032258
"198711",4.20456666666667
"198712",5.43929032258065
"198801",7.98483870967742
"198802",6.77375862068966
"198803",5.55709677419355
"198804",2.8615
"198805",0.965677419354839
"198806",0.4212
"198807",2.73935483870968
"198808",3.60906451612903
"198809",5.43833333333333
"198810",6.76106451612903
"198811",3.32063333333333
"198812",5.69451612903226
"198901",7.07658064516129
"198902",9.04967857142857
"198903",8.13625806451613
"198904",2.22103333333333
"198905",0.573
"198906",0.660733333333333
"198907",0.358677419354839
"198908",2.63354838709677
"198909",2.91476666666667
"198910",5.19748387096774
"198911",3.03493333333333
"198912",3.28290322580645
"199001",10.2250967741935
"199002",10.0571071428571
"199003",10.1543548387097
"199004",2.6986
"199005",1.0648064516129
"199006",1.35023333333333
"199007",1.46574193548387
"199008",1.23303225806452
"199009",3.902
"199010",10.3415806451613
"199011",4.70946666666667
"199012",7.58683870967742
"199101",9.03435483870968
"199102",4.00060714285714
"199103",6.21025806451613
"199104",9.1006
"199105",0.920903225806452
"199106",0.830266666666667
"199107",1.14693548387097
"199108",0.398612903225806
"199109",1.96103333333333
"199110",4.29396774193548
"199111",8.94993333333333
"199112",5.04858064516129
"199201",6.64577419354839
"199202",7.23479310344828
"199203",7.36532258064516
"199204",2.59103333333333
"199205",2.38258064516129
"199206",0.3082
"199207",0.691935483870968
"199208",3.99296774193548
"199209",5.87166666666667
"199210",2.59438709677419
"199211",9.56563333333333
"199212",6.31803225806452
"199301",13.4465806451613
"199302",1.76753571428571
"199303",5.52109677419355
"199304",5.94323333333333
"199305",2.17058064516129
"199306",0.8861
"199307",1.32396774193548
"199308",0.928129032258065
"199309",0.641
"199310",1.42874193548387
"199311",3.37436666666667
"199312",9.95816129032258
"199401",9.7081935483871
"199402",4.20232142857143
"199403",10.2846774193548
"199404",3.9475
"199405",0.80258064516129
"199406",1.15603333333333
"199407",1.08467741935484
"199408",2.68641935483871
"199409",1.69113333333333
"199410",2.16816129032258
"199411",7.31353333333333
"199412",11.3123870967742
"199501",8.685
"199502",9.93132142857143
"199503",6.86329032258064
"199504",1.8697
"199505",0.719032258064516
"199506",0.449333333333333
"199507",0.714322580645161
"199508",0.147225806451613
"199509",1.02843333333333
"199510",10.0932258064516
"199511",2.80776666666667
"199512",0.92158064516129
"199601",4.91516129032258
"199602",5.36920689655172
"199603",3.11312903225806
"199604",3.0732
"199605",1.08593548387097
"199606",1.46353333333333
"199607",0.185612903225806
"199608",0.349612903225806
"199609",0.693433333333333
"199610",7.24635483870968
"199611",NA
"199612",NA
"199701",NA
"199702",NA
"199703",NA
"199704",NA
"199705",NA
"199706",NA
"199707",NA
"199708",NA
"199709",NA
"199710",NA
"199711",NA
"199712",NA
"199801",NA
"199802",NA
"199803",NA
"199804",NA
"199805",NA
"199806",NA
"199807",NA
"199808",NA
"199809",NA
"199810",NA
"199811",NA
"199812",NA
"199901",NA
"199902",NA
"199903",NA
"199904",NA
"199905",NA
"199906",NA
"199907",NA
"199908",NA
"199909",NA
"199910",NA
"199911",NA
"199912",NA
"200001",NA
"200002",NA
"200003",NA
"200004",NA
"200005",NA
"200006",NA
"200007",NA
"200008",NA
"200009",NA
"200010",NA
"200011",NA
"200012",NA
"200101",NA
"200102",NA
"200103",NA
"200104",NA
"200105",NA
"200106",NA
"200107",NA
"200108",NA
"200109",NA
"200110",NA
"200111",NA
"200112",NA
"200201",8.87532258064516
"200202",14.9401785714286
"200203",7.07212903225806
"200204",2.68396666666667
"200205",3.67967741935484
"200206",4.41326666666667
"200207",1.77106451612903
"200208",2.4371935483871
"200209",1.9926
"200210",6.46225806451613
"200211",9.2411
"200212",3.94270967741936
"200301",7.12535483870968
"200302",4.21989285714286
"200303",4.1041935483871
"200304",1.5186
"200305",4.78477419354839
"200306",1.7425
"200307",1.16361290322581
"200308",0.977741935483871
"200309",1.4186
"200310",1.50587096774194
"200311",6.907
"200312",7.65038709677419
"200401",7.48609677419355
"200402",3.72003448275862
"200403",2.62570967741935
"200404",3.14573333333333
"200405",1.09335483870968
"200406",1.37776666666667
"200407",0.776516129032258
"200408",5.2591935483871
"200409",5.32983333333333
"200410",6.65148387096774
"200411",3.23643333333333
"200412",7.91864516129032
"200501",9.17512903225806
"200502",3.32635714285714
"200503",2.92135483870968
"200504",3.54163333333333
"200505",3.14287096774194
"200506",2.5656
"200507",0.580870967741935
"200508",1.09677419354839
"200509",3.14906666666667
"200510",5.90429032258065
"200511",5.39616666666667
"200512",2.69861290322581
"200601",5.42287096774194
"200602",3.48771428571429
"200603",4.46564516129032
"200604",3.22766666666667
"200605",2.8388064516129
"200606",1.07746666666667
"200607",0.710225806451613
"200608",0.605806451612903
"200609",4.38593333333333
"200610",5.17564516129032
"200611",11.5359
"200612",12.6532258064516
"200701",10.498064516129
"200702",5.08557142857143
"200703",5.76903225806452
"200704",1.26766666666667
"200705",2.06025806451613
"200706",1.3295
"200707",1.5081935483871
"200708",3.10332258064516
"200709",1.69516666666667
"200710",1.91551612903226
"200711",4.48956666666667
"200712",5.18641935483871
"200801",10.2995161290323
"200802",6.07268965517241
"200803",6.14067741935484
"200804",2.364
"200805",0.791516129032258
"200806",1.16676666666667
"200807",2.07970967741936
"200808",4.27161290322581
"200809",4.4647
"200810",9.46429032258064
"200811",4.0591
"200812",5.84393548387097
"200901",6.89951612903226
"200902",1.44728571428571
"200903",4.41354838709677
"200904",2.3929
"200905",3.46822580645161
"200906",0.630433333333333
"200907",1.39370967741935
"200908",6.58645161290323
"200909",4.0515
"200910",4.07138709677419
"200911",11.0343666666667
"200912",2.76409677419355
"201001",3.58003225806452
"201002",1.48235714285714
"201003",4.11916129032258
"201004",4.05673333333333
"201005",0.388548387096774
"201006",0.247433333333333
"201007",1.944
"201008",0.740064516129032
"201009",3.75443333333333
"201010",4.44183870967742
"201011",4.83053333333333
"201012",2.03048387096774
"201101",4.252
"201102",7.69121428571429
"201103",3.07458064516129
"201104",3.10826666666667
"201105",3.31754838709677
"201106",2.11806666666667
"201107",1.044
"201108",3.08787096774194
"201109",5.46793333333333
"201110",7.19716129032258
"201111",9.18706666666667
"201112",10.6907419354839
"201201",7.30067741935484
"201202",4.41806896551724
"201203",2.50741935483871
"201204",1.43526666666667
"201205",1.51748387096774
"201206",2.7276
"201207",3.40867741935484
"201208",3.67048387096774
"201209",3.6147
"201210",4.79203225806452
"201211",6.636
"201212",8.06377419354839
"201301",6.07412903225806
"201302",4.51046428571429
"201303",1.386
"201304",3.09953333333333
"201305",2.91561290322581
"201306",0.960766666666667
"201307",0.664
"201308",1.0258064516129
"201309",1.78843333333333
"201310",6.54641935483871
"201311",4.87346666666667
"201312",9.45438709677419
"201401",8.53877419354839
"201402",8.97217857142857
"201403",4.81609677419355
"201404",2.98456666666667
"201405",2.56948387096774
"201406",1.02146666666667
"201407",0.557354838709677
"201408",1.51316129032258
"201409",0.476533333333333
"201410",5.65074193548387
"201411",4.36473333333333
"201412",6.65374193548387
"201501",9.71016129032258
"201502",4.12271428571429
"201503",6.09458064516129
"201504",2.06686666666667
"201505",3.89038709677419
"201506",2.2506
"201507",2.73716129032258
"201508",2.43477419354839
"201509",0.7741
